timestamp,error_message,error_details
2025-08-20 12:35:03.726,Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/news/microsoft/microsoft-fixes-windows-upgrades-failing-with-0x8007007f-error/,"{""name"": ""Error"", ""step"": ""article-processing-in-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/news/microsoft/microsoft-fixes-windows-upgrades-failing-with-0x8007007f-error/\n    at getContent (/app/backend/dist/index.js:108142:11)\n    at async StreamlinedUnifiedScraper.scrapeArticleUrl (/app/backend/dist/index.js:141724:33)\n    at async ThreatTrackerScrapingService.scrapeArticleUrl (/app/backend/dist/index.js:143126:16)\n    at async processArticle (/app/backend/dist/index.js:143162:44)\n    at async scrapeSource2 (/app/backend/dist/index.js:143436:29)\n    at async runGlobalScrapeJob2 (/app/backend/dist/index.js:143515:29)"", ""operation"": ""threat-tracker-background-article-scraping"", ""sourceName"": ""Bleeping Computer"", ""hasHtmlStructure"": true}"
2025-08-20 12:34:01.034,Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/news/microsoft/microsoft-reportedly-fixing-ssd-failures-caused-by-windows-updates/,"{""name"": ""Error"", ""step"": ""article-processing-in-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/news/microsoft/microsoft-reportedly-fixing-ssd-failures-caused-by-windows-updates/\n    at getContent (/app/backend/dist/index.js:108142:11)\n    at async StreamlinedUnifiedScraper.scrapeArticleUrl (/app/backend/dist/index.js:141724:33)\n    at async ThreatTrackerScrapingService.scrapeArticleUrl (/app/backend/dist/index.js:143126:16)\n    at async processArticle (/app/backend/dist/index.js:143162:44)\n    at async scrapeSource2 (/app/backend/dist/index.js:143436:29)\n    at async runGlobalScrapeJob2 (/app/backend/dist/index.js:143515:29)"", ""operation"": ""threat-tracker-background-article-scraping"", ""sourceName"": ""Bleeping Computer"", ""hasHtmlStructure"": true}"
2025-08-20 12:32:57.123,Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/news/legal/mozilla-warns-germany-could-soon-declare-ad-blockers-illegal/,"{""name"": ""Error"", ""step"": ""article-processing-in-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/news/legal/mozilla-warns-germany-could-soon-declare-ad-blockers-illegal/\n    at getContent (/app/backend/dist/index.js:108142:11)\n    at async StreamlinedUnifiedScraper.scrapeArticleUrl (/app/backend/dist/index.js:141724:33)\n    at async ThreatTrackerScrapingService.scrapeArticleUrl (/app/backend/dist/index.js:143126:16)\n    at async processArticle (/app/backend/dist/index.js:143162:44)\n    at async scrapeSource2 (/app/backend/dist/index.js:143436:29)\n    at async runGlobalScrapeJob2 (/app/backend/dist/index.js:143515:29)"", ""operation"": ""threat-tracker-background-article-scraping"", ""sourceName"": ""Bleeping Computer"", ""hasHtmlStructure"": true}"
2025-08-20 12:31:53.179,Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/news/security/massive-allianz-life-data-breach-impacts-11-million-people/,"{""name"": ""Error"", ""step"": ""article-processing-in-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/news/security/massive-allianz-life-data-breach-impacts-11-million-people/\n    at getContent (/app/backend/dist/index.js:108142:11)\n    at async StreamlinedUnifiedScraper.scrapeArticleUrl (/app/backend/dist/index.js:141724:33)\n    at async ThreatTrackerScrapingService.scrapeArticleUrl (/app/backend/dist/index.js:143126:16)\n    at async processArticle (/app/backend/dist/index.js:143162:44)\n    at async scrapeSource2 (/app/backend/dist/index.js:143436:29)\n    at async runGlobalScrapeJob2 (/app/backend/dist/index.js:143515:29)"", ""operation"": ""threat-tracker-background-article-scraping"", ""sourceName"": ""Bleeping Computer"", ""hasHtmlStructure"": true}"
2025-08-20 12:30:49.389,Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/news/security/okta-open-sources-catalog-of-auth0-rules-for-threat-detection/,"{""name"": ""Error"", ""step"": ""article-processing-in-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/news/security/okta-open-sources-catalog-of-auth0-rules-for-threat-detection/\n    at getContent (/app/backend/dist/index.js:108142:11)\n    at async StreamlinedUnifiedScraper.scrapeArticleUrl (/app/backend/dist/index.js:141724:33)\n    at async ThreatTrackerScrapingService.scrapeArticleUrl (/app/backend/dist/index.js:143126:16)\n    at async processArticle (/app/backend/dist/index.js:143162:44)\n    at async scrapeSource2 (/app/backend/dist/index.js:143436:29)\n    at async runGlobalScrapeJob2 (/app/backend/dist/index.js:143515:29)"", ""operation"": ""threat-tracker-background-article-scraping"", ""sourceName"": ""Bleeping Computer"", ""hasHtmlStructure"": true}"
2025-08-20 12:29:46.573,Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/news/security/elastic-rejects-claims-of-a-zero-day-rce-flaw-in-defend-edr/,"{""name"": ""Error"", ""step"": ""article-processing-in-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/news/security/elastic-rejects-claims-of-a-zero-day-rce-flaw-in-defend-edr/\n    at getContent (/app/backend/dist/index.js:108142:11)\n    at async StreamlinedUnifiedScraper.scrapeArticleUrl (/app/backend/dist/index.js:141724:33)\n    at async ThreatTrackerScrapingService.scrapeArticleUrl (/app/backend/dist/index.js:143126:16)\n    at async processArticle (/app/backend/dist/index.js:143162:44)\n    at async scrapeSource2 (/app/backend/dist/index.js:143436:29)\n    at async runGlobalScrapeJob2 (/app/backend/dist/index.js:143515:29)"", ""operation"": ""threat-tracker-background-article-scraping"", ""sourceName"": ""Bleeping Computer"", ""hasHtmlStructure"": true}"
2025-08-20 12:29:23.535,No article links found,"{""name"": ""Error"", ""step"": ""global-job-source-processing"", ""stack"": ""Error: No article links found\n    at scrapeSource (/app/backend/dist/index.js:142328:13)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142664:61)\n    at async /app/backend/dist/index.js:145955:20"", ""jobType"": ""global-job-source-processing"", ""operation"": ""news-radar-global-scrape-source"", ""sourceName"": ""MIT Technology Review"", ""globalJobRunning"": true}"
2025-08-20 12:29:23.494,No article links found,"{""name"": ""Error"", ""step"": ""source-scraping-background-job"", ""stack"": ""Error: No article links found\n    at scrapeSource (/app/backend/dist/index.js:142328:13)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142664:61)\n    at async /app/backend/dist/index.js:145955:20"", ""jobType"": ""source-scraping-job"", ""operation"": ""news-radar-source-processing"", ""sourceName"": ""MIT Technology Review"", ""errorOccurredAt"": ""2025-08-20T12:29:23.494Z""}"
2025-08-20 12:28:42.803,Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/news/security/elastic-rejects-claims-of-a-zero-day-rce-flaw-in-defend-edr/,"{""name"": ""Error"", ""step"": ""article-processing-in-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/news/security/elastic-rejects-claims-of-a-zero-day-rce-flaw-in-defend-edr/\n    at getContent (/app/backend/dist/index.js:108142:11)\n    at async StreamlinedUnifiedScraper.scrapeArticleUrl (/app/backend/dist/index.js:141724:33)\n    at async ThreatTrackerScrapingService.scrapeArticleUrl (/app/backend/dist/index.js:143126:16)\n    at async processArticle (/app/backend/dist/index.js:143162:44)\n    at async scrapeSource2 (/app/backend/dist/index.js:143414:34)\n    at async runGlobalScrapeJob2 (/app/backend/dist/index.js:143515:29)"", ""operation"": ""threat-tracker-background-article-scraping"", ""sourceName"": ""Bleeping Computer"", ""hasHtmlStructure"": true}"
2025-08-20 12:22:44.138,Both HTTP and Puppeteer failed for: https://analyticsindiamag.com/ai-news-updates/adobe-launches-acrobat-studio-with-ai-assistants-for-pdfs/,"{""name"": ""Error"", ""step"": ""article-processing-in-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://analyticsindiamag.com/ai-news-updates/adobe-launches-acrobat-studio-with-ai-assistants-for-pdfs/\n    at getContent (/app/backend/dist/index.js:108142:11)\n    at async StreamlinedUnifiedScraper.scrapeArticleUrl (/app/backend/dist/index.js:141724:33)\n    at async ThreatTrackerScrapingService.scrapeArticleUrl (/app/backend/dist/index.js:143126:16)\n    at async processArticle (/app/backend/dist/index.js:143162:44)\n    at async scrapeSource2 (/app/backend/dist/index.js:143436:29)\n    at async runGlobalScrapeJob2 (/app/backend/dist/index.js:143515:29)"", ""operation"": ""threat-tracker-background-article-scraping"", ""sourceName"": ""Foorilla (formerly FooJobs)"", ""hasHtmlStructure"": true}"
2025-08-20 12:02:46.248,Both HTTP and Puppeteer failed for: http://www.driverexchange.com,"{""name"": ""Error"", ""step"": ""global-job-source-processing"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: http://www.driverexchange.com\n    at getContent (/app/backend/dist/index.js:108142:11)\n    at async StreamlinedUnifiedScraper.scrapeSourceUrl (/app/backend/dist/index.js:141821:26)\n    at async NewsRadarScrapingService.scrapeSourceUrl (/app/backend/dist/index.js:142294:16)\n    at async scrapeSource (/app/backend/dist/index.js:142321:26)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142664:61)\n    at async /app/backend/dist/index.js:145955:20"", ""jobType"": ""global-job-source-processing"", ""operation"": ""news-radar-global-scrape-source"", ""sourceName"": ""driverexchange"", ""globalJobRunning"": true}"
2025-08-20 12:02:46.189,Both HTTP and Puppeteer failed for: http://www.driverexchange.com,"{""name"": ""Error"", ""step"": ""source-scraping-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: http://www.driverexchange.com\n    at getContent (/app/backend/dist/index.js:108142:11)\n    at async StreamlinedUnifiedScraper.scrapeSourceUrl (/app/backend/dist/index.js:141821:26)\n    at async NewsRadarScrapingService.scrapeSourceUrl (/app/backend/dist/index.js:142294:16)\n    at async scrapeSource (/app/backend/dist/index.js:142321:26)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142664:61)\n    at async /app/backend/dist/index.js:145955:20"", ""jobType"": ""source-scraping-job"", ""operation"": ""news-radar-source-processing"", ""sourceName"": ""driverexchange"", ""errorOccurredAt"": ""2025-08-20T12:02:46.188Z""}"
2025-08-19 11:11:59.385,Both HTTP and Puppeteer failed for: https://securityboulevard.com/2025/08/the-hidden-risks-of-external-ai-models-and-how-businesses-can-mitigate-them/,"{""name"": ""Error"", ""step"": ""article-processing-in-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://securityboulevard.com/2025/08/the-hidden-risks-of-external-ai-models-and-how-businesses-can-mitigate-them/\n    at getContent (/app/backend/dist/index.js:108023:11)\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at async StreamlinedUnifiedScraper.scrapeArticleUrl (/app/backend/dist/index.js:141605:33)\n    at async ThreatTrackerScrapingService.scrapeArticleUrl (/app/backend/dist/index.js:143007:16)\n    at async processArticle (/app/backend/dist/index.js:143043:44)\n    at async scrapeSource2 (/app/backend/dist/index.js:143317:29)\n    at async runGlobalScrapeJob2 (/app/backend/dist/index.js:143396:29)"", ""operation"": ""threat-tracker-background-article-scraping"", ""sourceName"": ""Foorilla (formerly FooJobs)"", ""hasHtmlStructure"": true}"
2025-08-19 11:11:47.849,Both HTTP and Puppeteer failed for: https://www.ghacks.net/2025/08/19/openai-launches-budget-friendly-chatgpt-go-plan-in-india/,"{""name"": ""Error"", ""step"": ""article-processing-in-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://www.ghacks.net/2025/08/19/openai-launches-budget-friendly-chatgpt-go-plan-in-india/\n    at getContent (/app/backend/dist/index.js:108023:11)\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at async StreamlinedUnifiedScraper.scrapeArticleUrl (/app/backend/dist/index.js:141605:33)\n    at async ThreatTrackerScrapingService.scrapeArticleUrl (/app/backend/dist/index.js:143007:16)\n    at async processArticle (/app/backend/dist/index.js:143043:44)\n    at async scrapeSource2 (/app/backend/dist/index.js:143317:29)\n    at async runGlobalScrapeJob2 (/app/backend/dist/index.js:143396:29)"", ""operation"": ""threat-tracker-background-article-scraping"", ""sourceName"": ""Foorilla (formerly FooJobs)"", ""hasHtmlStructure"": true}"
2025-08-19 11:11:11.819,Both HTTP and Puppeteer failed for: https://www.ghacks.net/2025/08/19/germany-could-ban-ad-blockers-but-dont-panic-the-case-hasnt-even-been-decided/,"{""name"": ""Error"", ""step"": ""article-processing-in-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://www.ghacks.net/2025/08/19/germany-could-ban-ad-blockers-but-dont-panic-the-case-hasnt-even-been-decided/\n    at getContent (/app/backend/dist/index.js:108023:11)\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at async StreamlinedUnifiedScraper.scrapeArticleUrl (/app/backend/dist/index.js:141605:33)\n    at async ThreatTrackerScrapingService.scrapeArticleUrl (/app/backend/dist/index.js:143007:16)\n    at async processArticle (/app/backend/dist/index.js:143043:44)\n    at async scrapeSource2 (/app/backend/dist/index.js:143317:29)\n    at async runGlobalScrapeJob2 (/app/backend/dist/index.js:143396:29)"", ""operation"": ""threat-tracker-background-article-scraping"", ""sourceName"": ""Foorilla (formerly FooJobs)"", ""hasHtmlStructure"": true}"
2025-08-18 16:14:40.436,Both HTTP and Puppeteer failed for: https://www.forbes.com/sites/zakdoffman/2025/08/18/massive-2025-paypal-breach-change-your-password-now/,"{""name"": ""Error"", ""step"": ""article-processing-in-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://www.forbes.com/sites/zakdoffman/2025/08/18/massive-2025-paypal-breach-change-your-password-now/\n    at getContent (/app/backend/dist/index.js:108023:11)\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at async StreamlinedUnifiedScraper.scrapeArticleUrl (/app/backend/dist/index.js:141605:33)\n    at async NewsRadarScrapingService.scrapeArticleUrl (/app/backend/dist/index.js:142178:16)\n    at async scrapeSource (/app/backend/dist/index.js:142250:21)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142545:61)\n    at async /app/backend/dist/index.js:145836:20"", ""operation"": ""news-radar-background-article-scraping"", ""sourceName"": ""Forbes Cybersecurity"", ""totalArticles"": 34, ""processedCount"": 16, ""hasScrapingConfig"": true}"
2025-08-18 16:14:20.066,Both HTTP and Puppeteer failed for: https://www.forbes.com/sites/daveywinder/2025/08/07/google-confirms-it-has-been-hacked---user-data-stolen/,"{""name"": ""Error"", ""step"": ""article-processing-in-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://www.forbes.com/sites/daveywinder/2025/08/07/google-confirms-it-has-been-hacked---user-data-stolen/\n    at getContent (/app/backend/dist/index.js:108023:11)\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at async StreamlinedUnifiedScraper.scrapeArticleUrl (/app/backend/dist/index.js:141605:33)\n    at async NewsRadarScrapingService.scrapeArticleUrl (/app/backend/dist/index.js:142178:16)\n    at async scrapeSource (/app/backend/dist/index.js:142250:21)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142545:61)\n    at async /app/backend/dist/index.js:145836:20"", ""operation"": ""news-radar-background-article-scraping"", ""sourceName"": ""Forbes Cybersecurity"", ""totalArticles"": 34, ""processedCount"": 11, ""hasScrapingConfig"": true}"
2025-08-18 16:13:45.409,Both HTTP and Puppeteer failed for: https://www.forbes.com/sites/forbesvideo/2024/09/16/scaling-ai,"{""name"": ""Error"", ""step"": ""article-processing-in-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://www.forbes.com/sites/forbesvideo/2024/09/16/scaling-ai\n    at getContent (/app/backend/dist/index.js:108023:11)\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at async StreamlinedUnifiedScraper.scrapeArticleUrl (/app/backend/dist/index.js:141605:33)\n    at async NewsRadarScrapingService.scrapeArticleUrl (/app/backend/dist/index.js:142178:16)\n    at async scrapeSource (/app/backend/dist/index.js:142250:21)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142545:61)\n    at async /app/backend/dist/index.js:145836:20"", ""operation"": ""news-radar-background-article-scraping"", ""sourceName"": ""Forbes Cybersecurity"", ""totalArticles"": 34, ""processedCount"": 4, ""hasScrapingConfig"": true}"
2025-08-18 15:43:50.936,Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/news/artificial-intelligence/openai-is-improving-chatgpt-voice-mode/,"{""name"": ""Error"", ""step"": ""article-processing-in-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/news/artificial-intelligence/openai-is-improving-chatgpt-voice-mode/\n    at getContent (/app/backend/dist/index.js:108023:11)\n    at async StreamlinedUnifiedScraper.scrapeArticleUrl (/app/backend/dist/index.js:141605:33)\n    at async NewsRadarScrapingService.scrapeArticleUrl (/app/backend/dist/index.js:142178:16)\n    at async scrapeSource (/app/backend/dist/index.js:142250:21)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142545:61)\n    at async /app/backend/dist/index.js:145836:20"", ""operation"": ""news-radar-background-article-scraping"", ""sourceName"": ""BleepingComputer"", ""totalArticles"": 17, ""processedCount"": 17, ""hasScrapingConfig"": true}"
2025-08-18 15:42:46.959,Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/news/artificial-intelligence/leak-chatgpt-cheaper-plan-costs-4-or-350-might-release-everywhere/,"{""name"": ""Error"", ""step"": ""article-processing-in-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/news/artificial-intelligence/leak-chatgpt-cheaper-plan-costs-4-or-350-might-release-everywhere/\n    at getContent (/app/backend/dist/index.js:108023:11)\n    at async StreamlinedUnifiedScraper.scrapeArticleUrl (/app/backend/dist/index.js:141605:33)\n    at async NewsRadarScrapingService.scrapeArticleUrl (/app/backend/dist/index.js:142178:16)\n    at async scrapeSource (/app/backend/dist/index.js:142250:21)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142545:61)\n    at async /app/backend/dist/index.js:145836:20"", ""operation"": ""news-radar-background-article-scraping"", ""sourceName"": ""BleepingComputer"", ""totalArticles"": 17, ""processedCount"": 16, ""hasScrapingConfig"": true}"
2025-08-18 15:41:44.506,Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/news/artificial-intelligence/openai-prepares-chromium-based-ai-browser-to-take-on-google/,"{""name"": ""Error"", ""step"": ""article-processing-in-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/news/artificial-intelligence/openai-prepares-chromium-based-ai-browser-to-take-on-google/\n    at getContent (/app/backend/dist/index.js:108023:11)\n    at async StreamlinedUnifiedScraper.scrapeArticleUrl (/app/backend/dist/index.js:141605:33)\n    at async NewsRadarScrapingService.scrapeArticleUrl (/app/backend/dist/index.js:142178:16)\n    at async scrapeSource (/app/backend/dist/index.js:142250:21)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142545:61)\n    at async /app/backend/dist/index.js:145836:20"", ""operation"": ""news-radar-background-article-scraping"", ""sourceName"": ""BleepingComputer"", ""totalArticles"": 17, ""processedCount"": 15, ""hasScrapingConfig"": true}"
2025-08-18 15:40:41.832,Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/news/security/us-sanctions-grinex-crypto-exchange-garantexs-successor/,"{""name"": ""Error"", ""step"": ""article-processing-in-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/news/security/us-sanctions-grinex-crypto-exchange-garantexs-successor/\n    at getContent (/app/backend/dist/index.js:108023:11)\n    at async StreamlinedUnifiedScraper.scrapeArticleUrl (/app/backend/dist/index.js:141605:33)\n    at async NewsRadarScrapingService.scrapeArticleUrl (/app/backend/dist/index.js:142178:16)\n    at async scrapeSource (/app/backend/dist/index.js:142250:21)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142545:61)\n    at async /app/backend/dist/index.js:145836:20"", ""operation"": ""news-radar-background-article-scraping"", ""sourceName"": ""BleepingComputer"", ""totalArticles"": 17, ""processedCount"": 14, ""hasScrapingConfig"": true}"
2025-08-18 15:39:38.789,Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/news/security/microsoft-teams-to-protect-against-malicious-urls-dangerous-file-types/,"{""name"": ""Error"", ""step"": ""article-processing-in-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/news/security/microsoft-teams-to-protect-against-malicious-urls-dangerous-file-types/\n    at getContent (/app/backend/dist/index.js:108023:11)\n    at async StreamlinedUnifiedScraper.scrapeArticleUrl (/app/backend/dist/index.js:141605:33)\n    at async NewsRadarScrapingService.scrapeArticleUrl (/app/backend/dist/index.js:142178:16)\n    at async scrapeSource (/app/backend/dist/index.js:142250:21)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142545:61)\n    at async /app/backend/dist/index.js:145836:20"", ""operation"": ""news-radar-background-article-scraping"", ""sourceName"": ""BleepingComputer"", ""totalArticles"": 17, ""processedCount"": 13, ""hasScrapingConfig"": true}"
2025-08-18 15:39:33.104,Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/news/security/researcher-to-release-exploit-for-full-auth-bypass-on-fortiweb/,"{""name"": ""Error"", ""step"": ""article-processing-in-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/news/security/researcher-to-release-exploit-for-full-auth-bypass-on-fortiweb/\n    at getContent (/app/backend/dist/index.js:108023:11)\n    at async StreamlinedUnifiedScraper.scrapeArticleUrl (/app/backend/dist/index.js:141605:33)\n    at async NewsRadarScrapingService.scrapeArticleUrl (/app/backend/dist/index.js:142178:16)\n    at async scrapeSource (/app/backend/dist/index.js:142250:21)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142545:61)\n    at async /app/backend/dist/index.js:145836:20"", ""operation"": ""news-radar-background-article-scraping"", ""sourceName"": ""BleepingComputer"", ""totalArticles"": 17, ""processedCount"": 12, ""hasScrapingConfig"": true}"
2025-08-18 15:39:27.181,Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/news/microsoft/microsoft-reminds-users-of-windows-10-retirement-in-october/,"{""name"": ""Error"", ""step"": ""article-processing-in-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/news/microsoft/microsoft-reminds-users-of-windows-10-retirement-in-october/\n    at getContent (/app/backend/dist/index.js:108023:11)\n    at async StreamlinedUnifiedScraper.scrapeArticleUrl (/app/backend/dist/index.js:141605:33)\n    at async NewsRadarScrapingService.scrapeArticleUrl (/app/backend/dist/index.js:142178:16)\n    at async scrapeSource (/app/backend/dist/index.js:142250:21)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142545:61)\n    at async /app/backend/dist/index.js:145836:20"", ""operation"": ""news-radar-background-article-scraping"", ""sourceName"": ""BleepingComputer"", ""totalArticles"": 17, ""processedCount"": 11, ""hasScrapingConfig"": true}"
2025-08-18 15:38:23.101,Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/news/security/cisco-warns-of-max-severity-flaw-in-firewall-management-center/,"{""name"": ""Error"", ""step"": ""article-processing-in-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/news/security/cisco-warns-of-max-severity-flaw-in-firewall-management-center/\n    at getContent (/app/backend/dist/index.js:108023:11)\n    at async StreamlinedUnifiedScraper.scrapeArticleUrl (/app/backend/dist/index.js:141605:33)\n    at async NewsRadarScrapingService.scrapeArticleUrl (/app/backend/dist/index.js:142178:16)\n    at async scrapeSource (/app/backend/dist/index.js:142250:21)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142545:61)\n    at async /app/backend/dist/index.js:145836:20"", ""operation"": ""news-radar-background-article-scraping"", ""sourceName"": ""BleepingComputer"", ""totalArticles"": 17, ""processedCount"": 10, ""hasScrapingConfig"": true}"
2025-08-18 15:38:16.108,Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/news/artificial-intelligence/google-is-adding-projects-feature-to-gemini-to-run-research-tasks/,"{""name"": ""Error"", ""step"": ""article-processing-in-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/news/artificial-intelligence/google-is-adding-projects-feature-to-gemini-to-run-research-tasks/\n    at getContent (/app/backend/dist/index.js:108023:11)\n    at async StreamlinedUnifiedScraper.scrapeArticleUrl (/app/backend/dist/index.js:141605:33)\n    at async NewsRadarScrapingService.scrapeArticleUrl (/app/backend/dist/index.js:142178:16)\n    at async scrapeSource (/app/backend/dist/index.js:142250:21)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142545:61)\n    at async /app/backend/dist/index.js:145836:20"", ""operation"": ""news-radar-background-article-scraping"", ""sourceName"": ""BleepingComputer"", ""totalArticles"": 17, ""processedCount"": 9, ""hasScrapingConfig"": true}"
2025-08-18 15:37:12.898,Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/news/security/us-seizes-28-million-in-crypto-from-zeppelin-ransomware-operator/,"{""name"": ""Error"", ""step"": ""article-processing-in-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/news/security/us-seizes-28-million-in-crypto-from-zeppelin-ransomware-operator/\n    at getContent (/app/backend/dist/index.js:108023:11)\n    at async StreamlinedUnifiedScraper.scrapeArticleUrl (/app/backend/dist/index.js:141605:33)\n    at async NewsRadarScrapingService.scrapeArticleUrl (/app/backend/dist/index.js:142178:16)\n    at async scrapeSource (/app/backend/dist/index.js:142250:21)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142545:61)\n    at async /app/backend/dist/index.js:145836:20"", ""operation"": ""news-radar-background-article-scraping"", ""sourceName"": ""BleepingComputer"", ""totalArticles"": 17, ""processedCount"": 8, ""hasScrapingConfig"": true}"
2025-08-18 15:36:08.622,Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/news/artificial-intelligence/openai-releases-warmer-gpt-5-personality-but-only-for-non-thinking-model/,"{""name"": ""Error"", ""step"": ""article-processing-in-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/news/artificial-intelligence/openai-releases-warmer-gpt-5-personality-but-only-for-non-thinking-model/\n    at getContent (/app/backend/dist/index.js:108023:11)\n    at async StreamlinedUnifiedScraper.scrapeArticleUrl (/app/backend/dist/index.js:141605:33)\n    at async NewsRadarScrapingService.scrapeArticleUrl (/app/backend/dist/index.js:142178:16)\n    at async scrapeSource (/app/backend/dist/index.js:142250:21)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142545:61)\n    at async /app/backend/dist/index.js:145836:20"", ""operation"": ""news-radar-background-article-scraping"", ""sourceName"": ""BleepingComputer"", ""totalArticles"": 17, ""processedCount"": 7, ""hasScrapingConfig"": true}"
